"area","const","margin","party","le","Party.Name","Lives.in.a.communal.establishment","Density","White..English.Welsh.Scottish.Northern.Irish.British","White..Irish","White..Gypsy.or.Irish.Traveller","White..Other.White","Mixed.multiple.ethnic.group..White.and.Black.Caribbean","Mixed.multiple.ethnic.group..White.and.Black.African","Mixed.multiple.ethnic.group..White.and.Asian","Mixed.multiple.ethnic.group..Other.Mixed","Asian.Asian.British..Indian","Asian.Asian.British..Pakistani","Asian.Asian.British..Bangladeshi","Asian.Asian.British..Chinese","Asian.Asian.British..Other.Asian","Black.African.Caribbean.Black.British..African","Black.African.Caribbean.Black.British..Caribbean","Black.African.Caribbean.Black.British..Other.Black","Other.ethnic.group..Arab","Other.ethnic.group..Any.other.ethnic.group","Dependent.children.in.household..All.ages","Single..never.married.or.never.registered.a.same.sex.civil.partnership.","Married","In.a.registered.same.sex.civil.partnership","Separated..but.still.legally.married.or.still.legally.in.a.same.sex.civil.partnership.","Divorced.or.formerly.in.a.same.sex.civil.partnership.which.is.now.legally.dissolved","Widowed.or.surviving.partner.from.a.same.sex.civil.partnership","Christian","Buddhist","Hindu","Jewish","Muslim","Sikh","Other.religion","No.religion","Religion.not.stated","Economically.active..Employee..Part.time","Economically.active..Employee..Full.time","Economically.active..Self.employed","Economically.active..Unemployed","Economically.active..Full.time.student","Economically.inactive..Retired","Economically.inactive..Student..including.full.time.students.","Economically.inactive..Looking.after.home.or.family","Economically.inactive..Long.term.sick.or.disabled","Economically.inactive..Other","Unemployed..Age.16.to.24","Unemployed..Age.50.to.74","Unemployed..Never.worked","Long.term.unemployed","Part.time..15.hours.or.less.worked","Part.time..16.to.30.hours.worked","Full.time..31.to.48.hours.worked","Full.time..49.or.more.hours.worked"
"E07000012","South East Cambridgeshire",10.33,"Conservative and Unionist Party",82.3,"(Conservative)",1.3,1.6,87.3,0.7,0.3,5,0.4,0.2,0.7,0.5,1.5,0.3,0.1,0.8,1,0.5,0.2,0.1,0.2,0.3,31.2,27.7,56,0.2,2.2,7.8,6.1,10.3,17.4,57.5,14.9,0,0,0,0,0,14.5,45,11.6,2.3,2.8,13,4,3.6,2,1.3,0.6,0.6,0.2,0.8,10.3,17.4,57.5,14.9
"E07000012","South Cambridgeshire",13.27,"Conservative and Unionist Party",82.3,"(Conservative)",1.3,1.6,87.3,0.7,0.3,5,0.4,0.2,0.7,0.5,1.5,0.3,0.1,0.8,1,0.5,0.2,0.1,0.2,0.3,31.2,27.7,56,0.2,2.2,7.8,6.1,10.3,17.4,57.5,14.9,0,0,0,0,0,14.5,45,11.6,2.3,2.8,13,4,3.6,2,1.3,0.6,0.6,0.2,0.8,10.3,17.4,57.5,14.9
"E07000026","Workington",11.66,"Labour Party",77.5,"(Labour)",1.5,0.8,97.6,0.2,0,1.1,0.1,0,0.2,0.1,0.1,0,0.1,0.1,0.2,0,0,0,0,0.1,25.9,28,52,0.2,1.9,9.2,8.8,9.2,22.4,55.7,12.7,0,0,0,0,0,16.4,36.5,10.3,3.6,2.1,18.9,3,3.2,4.5,1.5,1.1,0.7,0.5,1.4,9.2,22.4,55.7,12.7
"E07000026","Copeland",8.96,"Labour Party",77.5,"(Labour)",1.5,0.8,97.6,0.2,0,1.1,0.1,0,0.2,0.1,0.1,0,0.1,0.1,0.2,0,0,0,0,0.1,25.9,28,52,0.2,1.9,9.2,8.8,9.2,22.4,55.7,12.7,0,0,0,0,0,16.4,36.5,10.3,3.6,2.1,18.9,3,3.2,4.5,1.5,1.1,0.7,0.5,1.4,9.2,22.4,55.7,12.7
"E07000026","Penrith and The Border",24.93,"Conservative and Unionist Party",77.5,"(Conservative)",1.5,0.8,97.6,0.2,0,1.1,0.1,0,0.2,0.1,0.1,0,0.1,0.1,0.2,0,0,0,0,0.1,25.9,28,52,0.2,1.9,9.2,8.8,9.2,22.4,55.7,12.7,0,0,0,0,0,16.4,36.5,10.3,3.6,2.1,18.9,3,3.2,4.5,1.5,1.1,0.7,0.5,1.4,9.2,22.4,55.7,12.7
"E07000027","Barrow and Furness",11.81,"Labour Party/Co-operative Party",76.2,"(Labour (Co-op))",1,8.9,97.1,0.3,0.1,0.9,0.2,0.1,0.2,0.1,0.2,0.1,0.1,0.3,0.3,0.1,0,0,0.1,0.1,27,31.4,46.8,0.1,2.3,11,8.4,9.9,22.8,60,7.3,0,0,0,0,0,16.6,36.6,6.2,4.6,2.3,17.9,3.2,3.5,7.3,1.7,1.5,0.8,0.7,1.7,9.9,22.8,60,7.3
"E07000028","Penrith and The Border",24.93,"Conservative and Unionist Party",77.9,"(Conservative)",1.3,1,95,0.4,0.2,2.5,0.1,0.1,0.2,0.1,0.3,0.1,0.2,0.3,0.3,0.1,0,0,0,0.1,25.5,32.2,47.3,0.2,2.5,9.7,8.2,9.6,21.8,55.4,13.2,0,0,0,0,0,16.7,39.2,9.2,3.6,3.3,15.5,3.5,2.9,4.7,1.5,1.1,0.6,0.4,1.4,9.6,21.8,55.4,13.2
"E07000028","Carlisle",2.02,"Conservative and Unionist Party",77.9,"(Conservative)",1.3,1,95,0.4,0.2,2.5,0.1,0.1,0.2,0.1,0.3,0.1,0.2,0.3,0.3,0.1,0,0,0,0.1,25.5,32.2,47.3,0.2,2.5,9.7,8.2,9.6,21.8,55.4,13.2,0,0,0,0,0,16.7,39.2,9.2,3.6,3.3,15.5,3.5,2.9,4.7,1.5,1.1,0.6,0.4,1.4,9.6,21.8,55.4,13.2
"E07000029","Copeland",8.96,"Labour Party",76.8,"(Labour)",1.8,1,97.3,0.3,0,0.9,0.2,0.1,0.2,0.1,0.2,0.1,0.1,0.2,0.3,0.1,0,0,0,0.1,26.6,29.7,51,0.2,1.9,9.2,8,8.3,20.4,62,9.3,0,0,0,0,0,15.1,38.9,7,4.2,1.7,18.3,3,3.6,5.4,2.5,1.4,0.8,0.8,1.5,8.3,20.4,62,9.3
"E07000030","Penrith and The Border",24.93,"Conservative and Unionist Party",79.4,"(Conservative)",1.8,0.2,97,0.3,0,1.6,0.1,0,0.2,0.1,0.1,0,0.1,0.2,0.2,0,0,0,0,0,24.2,26.9,54.4,0.2,1.7,8.6,8.2,10.9,20.7,47.9,20.4,0,0,0,0,0,16,35.2,17.3,2.1,2.7,17.6,2.8,2.4,2.8,1.1,0.7,0.6,0.2,0.7,10.9,20.7,47.9,20.4
"E07000031","Westmorland and Lonsdale",23.82,"Liberal Democrats",80.3,"(Liberal Democrat)",3,0.7,95.6,0.3,0,2.4,0.2,0.1,0.2,0.1,0.2,0,0.1,0.3,0.2,0.1,0.1,0,0,0.1,22.2,26.1,53.9,0.2,1.8,9.2,8.8,11.5,20.7,52.8,15,0,0,0,0,0,15.8,35.4,14.6,2,2.5,20.4,3,2.3,2.6,1.2,0.5,0.6,0.1,0.7,11.5,20.7,52.8,15
"E07000031","Barrow and Furness",11.81,"Labour Party/Co-operative Party",80.3,"(Labour (Co-op))",3,0.7,95.6,0.3,0,2.4,0.2,0.1,0.2,0.1,0.2,0,0.1,0.3,0.2,0.1,0.1,0,0,0.1,22.2,26.1,53.9,0.2,1.8,9.2,8.8,11.5,20.7,52.8,15,0,0,0,0,0,15.8,35.4,14.6,2,2.5,20.4,3,2.3,2.6,1.2,0.5,0.6,0.1,0.7,11.5,20.7,52.8,15
"E07000032","Amber Valley",1.16,"Conservative and Unionist Party",78.6,"(Conservative)",0.9,4.6,96.5,0.3,0,1.3,0.4,0.1,0.2,0.1,0.3,0.1,0,0.2,0.2,0.1,0.1,0,0,0.1,27.5,28.8,50.7,0.3,2.3,10,7.8,9.3,19.4,58.2,13.1,0,0,0,0,0,14.8,40,9,3.9,2.2,17.4,3.4,3.8,4.1,1.5,1.2,0.7,0.5,1.6,9.3,19.4,58.2,13.1
"E07000032","Mid Derbyshire",23.85,"Conservative and Unionist Party",78.6,"(Conservative)",0.9,4.6,96.5,0.3,0,1.3,0.4,0.1,0.2,0.1,0.3,0.1,0,0.2,0.2,0.1,0.1,0,0,0.1,27.5,28.8,50.7,0.3,2.3,10,7.8,9.3,19.4,58.2,13.1,0,0,0,0,0,14.8,40,9,3.9,2.2,17.4,3.4,3.8,4.1,1.5,1.2,0.7,0.5,1.6,9.3,19.4,58.2,13.1
"E07000032","Derbyshire Dales",29.64,"Conservative and Unionist Party",78.6,"(Conservative)",0.9,4.6,96.5,0.3,0,1.3,0.4,0.1,0.2,0.1,0.3,0.1,0,0.2,0.2,0.1,0.1,0,0,0.1,27.5,28.8,50.7,0.3,2.3,10,7.8,9.3,19.4,58.2,13.1,0,0,0,0,0,14.8,40,9,3.9,2.2,17.4,3.4,3.8,4.1,1.5,1.2,0.7,0.5,1.6,9.3,19.4,58.2,13.1
"E07000033","Bolsover",25.42,"Labour Party",77.2,"(Labour)",0.8,4.7,96.3,0.3,0.1,1.5,0.3,0.1,0.2,0.1,0.3,0.1,0,0.2,0.2,0.2,0.1,0.1,0,0,28.3,29.9,48.9,0.3,2.7,9.9,8.3,8.6,19.9,59.1,12.4,0,0,0,0,0,14.3,38.5,7.2,4.7,2.2,16.9,3.5,4.4,6.5,1.8,1.6,0.7,0.8,1.9,8.6,19.9,59.1,12.4
"E07000034","North East Derbyshire",5.2,"Labour Party",77.1,"(Labour)",1.1,15.7,94.9,0.4,0,1.3,0.5,0.1,0.3,0.2,0.5,0.3,0.1,0.4,0.3,0.4,0.3,0.1,0.1,0.1,26.6,31.6,46.9,0.2,2.5,10.9,7.9,9.1,22.5,57.2,11.2,0,0,0,0,0,16.1,37.4,7.4,4.7,2.4,16.9,3.6,3.8,6,1.8,1.5,0.8,0.7,1.9,9.1,22.5,57.2,11.2
"E07000034","Chesterfield",1.2,"Labour Party",77.1,"(Labour)",1.1,15.7,94.9,0.4,0,1.3,0.5,0.1,0.3,0.2,0.5,0.3,0.1,0.4,0.3,0.4,0.3,0.1,0.1,0.1,26.6,31.6,46.9,0.2,2.5,10.9,7.9,9.1,22.5,57.2,11.2,0,0,0,0,0,16.1,37.4,7.4,4.7,2.4,16.9,3.6,3.8,6,1.8,1.5,0.8,0.7,1.9,9.1,22.5,57.2,11.2
"E07000035","Derbyshire Dales",29.64,"Conservative and Unionist Party",80.3,"(Conservative)",2.2,0.9,96.8,0.5,0,1.3,0.2,0.1,0.2,0.1,0.1,0.1,0,0.1,0.2,0,0.1,0,0,0.1,24.9,25.4,54.8,0.3,2.1,9,8.4,11.9,20.6,49.2,18.3,0,0,0,0,0,15.9,34.9,14.6,2.7,2.2,19.1,3.3,3,2.5,1.8,0.7,0.7,0.3,1.1,11.9,20.6,49.2,18.3
"E07000036","Mid Derbyshire",23.85,"Conservative and Unionist Party",79.3,"(Conservative)",1,10.2,95.2,0.5,0,1.3,0.7,0.1,0.2,0.2,0.7,0.1,0,0.2,0.2,0.1,0.3,0.1,0,0.1,28.3,31.2,48.4,0.1,2.5,10.2,7.5,9,19.4,60.6,11,0,0,0,0,0,15.1,41.5,8,4.5,2.4,15.6,3.6,3.8,4,1.6,1.5,0.9,0.6,1.9,9,19.4,60.6,11
"E07000036","Erewash",5.25,"Conservative and Unionist Party",79.3,"(Conservative)",1,10.2,95.2,0.5,0,1.3,0.7,0.1,0.2,0.2,0.7,0.1,0,0.2,0.2,0.1,0.3,0.1,0,0.1,28.3,31.2,48.4,0.1,2.5,10.2,7.5,9,19.4,60.6,11,0,0,0,0,0,15.1,41.5,8,4.5,2.4,15.6,3.6,3.8,4,1.6,1.5,0.9,0.6,1.9,9,19.4,60.6,11
"E07000037","High Peak",9.29,"Conservative and Unionist Party",79.3,"(Conservative)",1.1,1.7,95.9,0.7,0,1.3,0.4,0.1,0.3,0.2,0.2,0.1,0,0.3,0.3,0.1,0.1,0,0,0.1,28.4,30.9,49.1,0.2,2.4,9.9,7.4,9.9,20.1,56.6,13.4,0,0,0,0,0,15.3,39.1,11.1,3.8,2.7,15.7,4.3,3,3.7,1.3,1.1,0.8,0.5,1.5,9.9,20.1,56.6,13.4
"E07000038","North East Derbyshire",5.2,"Labour Party",79,"(Labour)",0.8,3.6,96.9,0.3,0.1,0.8,0.3,0.1,0.3,0.1,0.4,0.1,0,0.2,0.1,0.2,0.1,0,0,0.1,26,26.8,53.3,0.3,2.2,9.2,8.3,9.7,21.5,56.1,12.7,0,0,0,0,0,15.9,36.9,9.3,3.7,2.3,19.3,3.4,3.5,4.5,1.4,1.1,0.8,0.6,1.4,9.7,21.5,56.1,12.7
"E07000038","Bolsover",25.42,"Labour Party",79,"(Labour)",0.8,3.6,96.9,0.3,0.1,0.8,0.3,0.1,0.3,0.1,0.4,0.1,0,0.2,0.1,0.2,0.1,0,0,0.1,26,26.8,53.3,0.3,2.2,9.2,8.3,9.7,21.5,56.1,12.7,0,0,0,0,0,15.9,36.9,9.3,3.7,2.3,19.3,3.4,3.5,4.5,1.4,1.1,0.8,0.6,1.4,9.7,21.5,56.1,12.7
"E07000039","South Derbyshire",14.14,"Conservative and Unionist Party",78.8,"(Conservative)",1.6,2.8,94,0.4,0.1,1.2,0.5,0.1,0.4,0.2,1.7,0.2,0,0.2,0.3,0.2,0.2,0,0,0.2,30.9,28.7,52.7,0.2,2.5,9.4,6.6,9,18.9,57.2,15,0,0,0,0,0,14.8,42.8,9.2,3.1,2.6,14.8,3.6,4,3.5,1.6,1,0.6,0.3,1.2,9,18.9,57.2,15
"E07000040","Tiverton and Honiton",16.97,"Conservative and Unionist Party",80.8,"(Conservative)",2.2,1.6,96.2,0.4,0.1,1.7,0.2,0.1,0.3,0.2,0.2,0,0.1,0.2,0.3,0.1,0,0,0,0.1,22.6,23.7,54.4,0.2,2.1,9.8,9.9,11.8,22.6,50.6,15.1,0,0,0,0,0,16,32.5,14.1,2.4,2.3,22.4,2.9,3.3,2.8,1.3,0.7,0.7,0.2,0.8,11.8,22.6,50.6,15.1
"E07000040","East Devon",17.16,"Conservative and Unionist Party",80.8,"(Conservative)",2.2,1.6,96.2,0.4,0.1,1.7,0.2,0.1,0.3,0.2,0.2,0,0.1,0.2,0.3,0.1,0,0,0,0.1,22.6,23.7,54.4,0.2,2.1,9.8,9.9,11.8,22.6,50.6,15.1,0,0,0,0,0,16,32.5,14.1,2.4,2.3,22.4,2.9,3.3,2.8,1.3,0.7,0.7,0.2,0.8,11.8,22.6,50.6,15.1
"E07000040","Central Devon",17.14,"Conservative and Unionist Party",80.8,"(Conservative)",2.2,1.6,96.2,0.4,0.1,1.7,0.2,0.1,0.3,0.2,0.2,0,0.1,0.2,0.3,0.1,0,0,0,0.1,22.6,23.7,54.4,0.2,2.1,9.8,9.9,11.8,22.6,50.6,15.1,0,0,0,0,0,16,32.5,14.1,2.4,2.3,22.4,2.9,3.3,2.8,1.3,0.7,0.7,0.2,0.8,11.8,22.6,50.6,15.1
"E07000041","Exeter",5.21,"Labour Party",79.2,"(Labour)",5.1,25,88.3,0.5,0.1,4.1,0.3,0.2,0.7,0.4,0.8,0.1,0.2,1.7,1.1,0.4,0.1,0,0.6,0.3,24.7,43.7,38.2,0.2,2.1,9.4,6.4,12,21.2,56.5,10.3,0,0,0,0,0,14.9,36.9,7.6,3.1,5.6,11.1,12.8,2.9,3.5,1.6,1,0.6,0.3,1.1,12,21.2,56.5,10.3
"E07000041","East Devon",17.16,"Conservative and Unionist Party",79.2,"(Conservative)",5.1,25,88.3,0.5,0.1,4.1,0.3,0.2,0.7,0.4,0.8,0.1,0.2,1.7,1.1,0.4,0.1,0,0.6,0.3,24.7,43.7,38.2,0.2,2.1,9.4,6.4,12,21.2,56.5,10.3,0,0,0,0,0,14.9,36.9,7.6,3.1,5.6,11.1,12.8,2.9,3.5,1.6,1,0.6,0.3,1.1,12,21.2,56.5,10.3
"E07000042","Tiverton and Honiton",16.97,"Conservative and Unionist Party",79.4,"(Conservative)",1.1,0.9,95.9,0.4,0.1,2.3,0.2,0.1,0.2,0.1,0.1,0,0,0.2,0.2,0.1,0,0,0,0.1,27.6,26.4,53.8,0.2,2.4,9.7,7.5,10.6,20.9,52.5,16,0,0,0,0,0,15.7,36.1,15.3,2.7,2.1,16.5,3.2,3.7,3.1,1.5,0.8,0.6,0.3,1,10.6,20.9,52.5,16
"E07000042","Central Devon",17.14,"Conservative and Unionist Party",79.4,"(Conservative)",1.1,0.9,95.9,0.4,0.1,2.3,0.2,0.1,0.2,0.1,0.1,0,0,0.2,0.2,0.1,0,0,0,0.1,27.6,26.4,53.8,0.2,2.4,9.7,7.5,10.6,20.9,52.5,16,0,0,0,0,0,15.7,36.1,15.3,2.7,2.1,16.5,3.2,3.7,3.1,1.5,0.8,0.6,0.3,1,10.6,20.9,52.5,16
"E07000043","North Devon",11.34,"Liberal Democrats",79,"(Liberal Democrat)",2.2,0.9,95.9,0.3,0,1.7,0.3,0.1,0.3,0.1,0.2,0.1,0.1,0.2,0.3,0.1,0.1,0,0.1,0.1,26.1,27.8,51.5,0.2,2.2,10,8.3,10.8,22.7,51.6,14.9,0,0,0,0,0,16.4,33.3,14.6,3,2.5,18.2,3,3.8,3.7,1.6,1,0.7,0.3,1.1,10.8,22.7,51.6,14.9
"E07000044","South West Devon",31.83,"Conservative and Unionist Party",80.7,"(Conservative)",1.6,0.9,95.8,0.4,0.1,2,0.2,0.1,0.3,0.2,0.1,0,0.1,0.1,0.2,0.1,0,0,0.1,0.1,24,24.8,54.1,0.2,2.1,10.4,8.4,12.1,22.5,49.2,16.2,0,0,0,0,0,15.1,31.3,17.4,2.3,2.4,20.2,3.3,3.2,3.1,1.5,0.6,0.7,0.2,0.8,12.1,22.5,49.2,16.2
"E07000044","Totnes",10.3,"Conservative and Unionist Party",80.7,"(Conservative)",1.6,0.9,95.8,0.4,0.1,2,0.2,0.1,0.3,0.2,0.1,0,0.1,0.1,0.2,0.1,0,0,0.1,0.1,24,24.8,54.1,0.2,2.1,10.4,8.4,12.1,22.5,49.2,16.2,0,0,0,0,0,15.1,31.3,17.4,2.3,2.4,20.2,3.3,3.2,3.1,1.5,0.6,0.7,0.2,0.8,12.1,22.5,49.2,16.2
"E07000045","Newton Abbot",1.09,"Conservative and Unionist Party",79.5,"(Conservative)",2.3,1.8,96.2,0.4,0.1,1.7,0.2,0.1,0.3,0.2,0.1,0,0.1,0.3,0.2,0,0,0,0,0.1,25.1,26.1,51.7,0.3,2.1,10.9,8.8,11.2,22.2,52.9,13.8,0,0,0,0,0,16,34.6,13.2,2.8,2.5,19,3,3.3,3.6,2,0.8,0.7,0.3,1,11.2,22.2,52.9,13.8
"E07000045","Central Devon",17.14,"Conservative and Unionist Party",79.5,"(Conservative)",2.3,1.8,96.2,0.4,0.1,1.7,0.2,0.1,0.3,0.2,0.1,0,0.1,0.3,0.2,0,0,0,0,0.1,25.1,26.1,51.7,0.3,2.1,10.9,8.8,11.2,22.2,52.9,13.8,0,0,0,0,0,16,34.6,13.2,2.8,2.5,19,3,3.3,3.6,2,0.8,0.7,0.3,1,11.2,22.2,52.9,13.8
"E07000046","Torridge and West Devon",5.34999999999999,"Conservative and Unionist Party",79.3,"(Conservative)",1.5,0.6,97.1,0.3,0.1,1.2,0.2,0.1,0.2,0.2,0.1,0,0,0.2,0.1,0,0.1,0,0,0.1,24.2,25.7,53.3,0.2,2.2,10.1,8.4,11.2,22.8,50.2,15.8,0,0,0,0,0,15.6,30,16.1,3.4,1.9,20.5,3.1,3.9,4,1.6,0.9,0.9,0.3,1.4,11.2,22.8,50.2,15.8
"E07000047","Torridge and West Devon",5.34999999999999,"Conservative and Unionist Party",78.9,"(Conservative)",3.1,0.5,96.4,0.4,0,1.6,0.2,0.1,0.2,0.2,0.1,0,0,0.2,0.2,0,0,0,0.1,0.1,24.8,25.3,54.5,0.2,2.1,9.6,8.3,12.1,21.8,48.1,18,0,0,0,0,0,15.2,31.1,16.6,3.1,2.2,19.6,3.3,3.4,3.4,2.1,0.8,0.8,0.3,1.1,12.1,21.8,48.1,18
"E07000047","Central Devon",17.14,"Conservative and Unionist Party",78.9,"(Conservative)",3.1,0.5,96.4,0.4,0,1.6,0.2,0.1,0.2,0.2,0.1,0,0,0.2,0.2,0,0,0,0.1,0.1,24.8,25.3,54.5,0.2,2.1,9.6,8.3,12.1,21.8,48.1,18,0,0,0,0,0,15.2,31.1,16.6,3.1,2.2,19.6,3.3,3.4,3.4,2.1,0.8,0.8,0.3,1.1,12.1,21.8,48.1,18
"E07000048","Christchurch",31.19,"Conservative and Unionist Party",81.1,"(Conservative)",1,9.5,95.1,0.6,0.1,1.7,0.2,0.1,0.4,0.3,0.2,0,0.1,0.4,0.4,0.1,0.1,0,0,0.1,22.5,24,53.2,0.2,2.2,9.9,10.5,11.7,22.3,53.6,12.3,0,0,0,0,0,15.6,33,11.5,3.1,2.4,22.9,3.3,3.6,3.2,1.4,0.8,0.8,0.3,1.1,11.7,22.3,53.6,12.3
"E07000049","North Dorset",14.08,"Conservative and Unionist Party",82.3,"(Conservative)",1.1,2.5,96.2,0.4,0.2,1.4,0.2,0.1,0.3,0.2,0.2,0,0.2,0.2,0.2,0.1,0,0,0,0.1,23.8,21,59.2,0.2,1.8,8.6,9.2,12.7,20.7,51.8,14.9,0,0,0,0,0,15.8,34.9,12.5,2.1,2.7,22.1,2.6,3.7,2.2,1.3,0.6,0.6,0.2,0.8,12.7,20.7,51.8,14.9
"E07000049","Mid Dorset and North Poole",0.579999999999998,"Liberal Democrats",82.3,"(Liberal Democrat)",1.1,2.5,96.2,0.4,0.2,1.4,0.2,0.1,0.3,0.2,0.2,0,0.2,0.2,0.2,0.1,0,0,0,0.1,23.8,21,59.2,0.2,1.8,8.6,9.2,12.7,20.7,51.8,14.9,0,0,0,0,0,15.8,34.9,12.5,2.1,2.7,22.1,2.6,3.7,2.2,1.3,0.6,0.6,0.2,0.8,12.7,20.7,51.8,14.9
"E07000049","Christchurch",31.19,"Conservative and Unionist Party",82.3,"(Conservative)",1.1,2.5,96.2,0.4,0.2,1.4,0.2,0.1,0.3,0.2,0.2,0,0.2,0.2,0.2,0.1,0,0,0,0.1,23.8,21,59.2,0.2,1.8,8.6,9.2,12.7,20.7,51.8,14.9,0,0,0,0,0,15.8,34.9,12.5,2.1,2.7,22.1,2.6,3.7,2.2,1.3,0.6,0.6,0.2,0.8,12.7,20.7,51.8,14.9
"E07000050","North Dorset",14.08,"Conservative and Unionist Party",80.8,"(Conservative)",4.4,1.1,94.7,0.4,0.1,2.4,0.2,0.1,0.3,0.2,0.2,0,0.1,0.2,0.7,0.2,0.1,0,0,0.1,25.4,26.1,54.7,0.2,2.2,9.2,7.6,10.7,19,52.9,17.4,0,0,0,0,0,14.6,38.1,13.7,2.6,2,17,3.9,3.7,2.6,1.8,0.7,0.7,0.2,0.9,10.7,19,52.9,17.4
"E07000051","South Dorset",14.79,"Conservative and Unionist Party",79.7,"(Conservative)",1.4,1.1,96.2,0.5,0.2,1.7,0.2,0.1,0.2,0.2,0.1,0,0.1,0.1,0.2,0.1,0,0,0,0,24,25.2,54.3,0.2,2.1,9.8,8.5,11.7,21.2,52.2,14.8,0,0,0,0,0,16.1,35.7,12.2,2.8,2.3,20.1,2.8,3.5,2.9,1.5,0.8,0.7,0.2,1,11.7,21.2,52.2,14.8
"E07000051","Mid Dorset and North Poole",0.579999999999998,"Liberal Democrats",79.7,"(Liberal Democrat)",1.4,1.1,96.2,0.5,0.2,1.7,0.2,0.1,0.2,0.2,0.1,0,0.1,0.1,0.2,0.1,0,0,0,0,24,25.2,54.3,0.2,2.1,9.8,8.5,11.7,21.2,52.2,14.8,0,0,0,0,0,16.1,35.7,12.2,2.8,2.3,20.1,2.8,3.5,2.9,1.5,0.8,0.7,0.2,1,11.7,21.2,52.2,14.8
"E07000052","West Dorset",6.84,"Conservative and Unionist Party",80.3,"(Conservative)",2.7,0.9,95.7,0.5,0.1,1.7,0.2,0.1,0.3,0.2,0.2,0.1,0.1,0.2,0.3,0.1,0,0,0,0.1,22.4,24.8,53.8,0.2,2.1,9.8,9.3,12.1,21.9,50.9,15,0,0,0,0,0,15.5,32.9,14.6,2.3,2.3,21.2,3.4,3.4,2.9,1.5,0.6,0.7,0.2,0.9,12.1,21.9,50.9,15
"E07000052","South Dorset",14.79,"Conservative and Unionist Party",80.3,"(Conservative)",2.7,0.9,95.7,0.5,0.1,1.7,0.2,0.1,0.3,0.2,0.2,0.1,0.1,0.2,0.3,0.1,0,0,0,0.1,22.4,24.8,53.8,0.2,2.1,9.8,9.3,12.1,21.9,50.9,15,0,0,0,0,0,15.5,32.9,14.6,2.3,2.3,21.2,3.4,3.4,2.9,1.5,0.6,0.7,0.2,0.9,12.1,21.9,50.9,15
"E07000053","South Dorset",14.79,"Conservative and Unionist Party",77.7,"(Conservative)",2.8,15.6,94.9,0.5,0.1,2,0.4,0.1,0.3,0.2,0.1,0,0.1,0.3,0.4,0.2,0.2,0.1,0,0.1,25.2,29.8,47.3,0.2,2.7,12.1,8,10.4,23.7,54.1,11.7,0,0,0,0,0,17.1,34.4,9.2,3.9,2.5,18.2,3.1,3.7,4.9,3,1.2,0.9,0.4,1.4,10.4,23.7,54.1,11.7
"E07000061","Eastbourne",6.59,"Liberal Democrats",78.1,"(Liberal Democrat)",2.5,22.5,87.4,1,0.1,5.6,0.4,0.3,0.6,0.5,0.7,0.1,0.3,0.6,1.1,0.5,0.2,0.1,0.2,0.3,24.5,33.3,42.8,0.4,3,11.5,9.1,10.7,21.5,56,11.9,0,0,0,0,0,14.8,35,10.3,4.1,3.8,16.8,5.2,3.8,4.5,1.8,1.1,0.9,0.4,1.7,10.7,21.5,56,11.9
"E07000062","Hastings and Rye",4,"Conservative and Unionist Party",76.8,"(Conservative)",1.9,30.4,89.3,0.8,0.2,3.5,0.7,0.3,0.6,0.5,0.5,0.1,0.3,0.4,1,0.7,0.3,0.1,0.2,0.4,26.4,36.5,39.2,0.3,3.7,12.8,7.4,9.7,22.6,56.1,11.6,0,0,0,0,0,14.8,33.5,11.2,5.5,2.8,14.3,4.1,4.7,6.6,2.5,1.6,1,0.8,2.4,9.7,22.6,56.1,11.6
"E07000063","Lewes",15.26,"Liberal Democrats",80.3,"(Liberal Democrat)",1.7,3.3,92.5,0.8,0.1,3.2,0.3,0.2,0.5,0.3,0.4,0.1,0.2,0.3,0.5,0.3,0.1,0,0.1,0.2,26.4,28.7,49.6,0.5,2.5,10.2,8.4,11.4,21.8,53.3,13.5,0,0,0,0,0,15.3,34.3,13.9,3.3,2.7,17.6,3.7,3.9,3.5,1.8,1,0.8,0.4,1.3,11.4,21.8,53.3,13.5
"E07000064","Hastings and Rye",4,"Conservative and Unionist Party",79.4,"(Conservative)",2.7,1.8,94.1,0.7,0.1,2.1,0.3,0.1,0.4,0.3,0.3,0,0.1,0.2,0.5,0.2,0.1,0.1,0.1,0.1,22.1,24.7,51.3,0.3,2.6,10.3,10.8,11.6,21.9,51,15.5,0,0,0,0,0,13.8,29.4,14.8,3.2,2.1,22.5,3.8,4.3,4.1,1.9,0.9,0.8,0.4,1.3,11.6,21.9,51,15.5
"E07000064","Bexhill and Battle",23.59,"Conservative and Unionist Party",79.4,"(Conservative)",2.7,1.8,94.1,0.7,0.1,2.1,0.3,0.1,0.4,0.3,0.3,0,0.1,0.2,0.5,0.2,0.1,0.1,0.1,0.1,22.1,24.7,51.3,0.3,2.6,10.3,10.8,11.6,21.9,51,15.5,0,0,0,0,0,13.8,29.4,14.8,3.2,2.1,22.5,3.8,4.3,4.1,1.9,0.9,0.8,0.4,1.3,11.6,21.9,51,15.5
